,Headline,Body ID,Stance
463,"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",173,unrelated
464,BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1221,unrelated
465,Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2220,unrelated
466,Apple Watch launch expected in late March,2273,discuss
467,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",788,unrelated
469,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2463,discuss
470,"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2147,unrelated
471,Meteorite leaves crater in Nicaraguan capital Managua,1825,discuss
472,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2254,unrelated
473,Texas City plumber's truck ends up in Syrian war,1299,unrelated
474,Has Ebola infected Isis militants in Mosul?,2299,unrelated
475,Was The Batmobile Stolen In Detroit?,61,unrelated
476,Apple Watch mass production kicks off in January: Report,2116,unrelated
477,Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1223,unrelated
478,US probing claims ISIS fighters seized airdropped weapons meant for Kurds,693,unrelated
480,Macaulay Culkin dead: The death hoax is once again on the child actor,1423,unrelated
481,Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1029,unrelated
482,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1739,unrelated
483,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,416,discuss
484,'Spiderman' squished: Perth experts debunk spider burrowing claims,2293,discuss
485,God Is A Woman – Resurrected Father Narated,1849,agree
488,"Sorry, KFC isn't going to be selling weed in Colorado restaurants",527,unrelated
489,Matt Taibbi on leave of absence from First Look Media,879,agree
490,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,539,unrelated
491,Unverified video shows beheading of aid worker David Haines,1477,unrelated
492,Dumped woman spends a week in KFC to get over ex,1266,unrelated
493,"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",908,unrelated
494,WTC rats scare off Anna Wintour,367,unrelated
495,"Managua explosion not a meteorite, NASA suggests",1213,agree
496,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2338,discuss
498,"In Kim Jong Un's absence, his sister may rule. Or not.",490,unrelated
499,"Yemen says U.S. man freed, sister says he’s dead",1256,unrelated
500,Islamic State using 'SCORPION bombs' to terrorise victims,1385,unrelated
501,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1349,unrelated
503,The rats eat Prada at Vogue NY office,1435,unrelated
504,What One Homeless Man Does with $100 Will Astonish You (VIDEO),2305,agree
505,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1002,unrelated
506,"No, a spider (probably) didn't crawl through a man's body for several days",1860,disagree
507,Isis tells mother on rescue mission :’You’ve just eaten your son’,2313,unrelated
508,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",986,unrelated
510,North Korean leader Kim Jong-un to open restaurant in Scotland,2225,disagree
511,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,639,unrelated
512,"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1575,unrelated
514,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2141,unrelated
515,"North Korea ordered citizens named Kim Jong Un to change their names, says new report",520,unrelated
516,Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1408,unrelated
517,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",472,unrelated
519,Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,2377,discuss
521,Alleged audio of Michael Brown shooting released,1628,unrelated
522,Wayward sister ‘nun the wiser’ about baby,699,unrelated
523,Apple may launch 12-inch MacBook Air with Retina Display,2509,unrelated
524,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1339,unrelated
525,Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2344,unrelated
526,Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1534,discuss
528,"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",1814,unrelated
531,"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",964,unrelated
532,NASA Raises Doubts About Reports of Nicaraguan Meteorite,1790,discuss
533,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1528,unrelated
534,Kanye Banned,514,discuss
536,Lebanon 'holding IS leader's daughter and ex-wife',1943,unrelated
537,Pumpkin Spice condoms? Don't fall for this hoax.,608,unrelated
538,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1959,agree
539,“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,633,unrelated
541,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2141,unrelated
542,Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1380,agree
543,Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1438,unrelated
544,British hostage David Haines beheaded by Islamic State terrorists,1360,unrelated
545,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1237,unrelated
546,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",125,unrelated
547,"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2448,discuss
548,New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1368,discuss
550,"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",54,unrelated
553,iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1278,unrelated
554,Priest who died for 48 minutes says he met God and she’s a woman,1008,agree
555,BREAKING: ISIS Beheads American Journalist James Wright Foley,1283,unrelated
556,'Hairgate': iPhone hit by new social media storm,1787,unrelated
557,Mexico Says Students Not Among Dead in Mass Grave,1912,discuss
558,Was The Batmobile Stolen In Detroit?,621,unrelated
559,New Audio Shows Michael Brown Was Shot at 11 Times,511,unrelated
560,Iraqi airstrike kills key ISIL leader,1871,unrelated
561,Obama: murder of James Foley 'shocks the conscience of the entire world',26,unrelated
562,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2304,discuss
563,Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1103,unrelated
564,"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",365,unrelated
565,"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",2497,discuss
566,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1875,unrelated
568,Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,614,discuss
569,Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,2290,discuss
570,"No, that broken pencil illustration isn't by Banksy",1545,unrelated
571,"So, There Might Be a Rat Infestation at Vogue",2520,discuss
572,Cannibal mum tries to EAT her own baby shortly after giving birth,867,unrelated
573,Soldier shot in Ottawa at War Memorial,961,unrelated
574,"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1574,unrelated
575,Report: Exec popped for $300k dinner after run at blackjack,1682,discuss
576,"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1946,discuss
577,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1471,discuss
578,Watch marine take sniper shot to the head and live,2213,unrelated
579,The baby from Teletubbies reveals herself,2076,agree
580,80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1906,unrelated
582,Vladimir Putin’s Motorcade Looks Like A Massive Knob,837,unrelated
584,"Predator Drone Reportedly Sighted Circling Raqqa, Syria",304,unrelated
585,Mass grave found after 40 students disappear in Mexican protest,983,discuss
586,Small Meteorite Strikes in Nicaragua's Capital City of Managua,220,unrelated
587,Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2526,unrelated
588,New policy could reduce marijuana possession arrests,2163,discuss
592,Singing polar bear facing ASBO after noise complaint,2299,unrelated
593,Report: Christian Bale Just Bailed on the Steve Jobs Movie,932,unrelated
594,Priest who died for 48 minutes says he met God and she’s a woman,1877,unrelated
596,Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1202,discuss
597,Islamic State using 'SCORPION bombs' to terrorise victims,1574,unrelated
598,American hostage killed in rescue attempt in Yemen - senior official,2495,unrelated
600,What One Homeless Man Does with $100 Will Astonish You (VIDEO),1395,unrelated
601,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2450,agree
603,"US, UK eye rapper as British-born militant who beheaded journalist James Foley",1314,discuss
604,Isilkulskom student has gained superhero powers after shock,1299,unrelated
605,Nigeria Boko Haram blamed for raids despite truce claim,1003,unrelated
606,TBS Speeds up SEINFELD by 7.5% to Add 2 More Minutes of Commercials,26,unrelated
607,"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",2132,unrelated
609,WHO says reports of suspected Ebola cases in Iraq are untrue,1899,unrelated
610,Indian worker sacked after going on leave for 24 years,2327,unrelated
611,Hidden Diagnostic Port on Apple Watch Could Allow for Smart Band Accessories [Updated],664,discuss
612,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1948,unrelated
613,Iraqi social-media rumors claim IS leader slain,936,unrelated
614,US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,2254,unrelated
615,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2130,unrelated
616,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2524,agree
617,Experts: More facts needed on purported audio recording of Michael Brown shooting,1289,unrelated
618,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1789,unrelated
619,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1003,unrelated
620,Apple Orders More Than 5 Million Watches for Initial Run,676,unrelated
623,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1494,unrelated
624,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,2326,agree
625,"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",521,unrelated
626,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1857,unrelated
628,Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,35,unrelated
630,Fence jumper reportedly made it much further into White House than Secret Service said,1547,unrelated
631,Is There an ISIS Threat on the Texas-Mexico Border or Not?,2249,discuss
632,A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,345,unrelated
633,"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1720,unrelated
634,Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,609,unrelated
636,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1594,agree
637,Mexico finds 4 more graves at site of suspected student massacre,695,discuss
638,Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,803,unrelated
639,Dog found abandoned at Scottish train station with suitcase of belongings,144,unrelated
640,"ISIS Unleash ""Scorpion"" Bombs In Iraq",2257,unrelated
641,Report claims Kim Jong-un underwent surgery to repair fractured ankles,856,discuss
642,[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,959,unrelated
644,Report: Christian Bale Will Play Steve Jobs,574,unrelated
645,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1125,unrelated
646,"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",343,agree
649,"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1831,agree
650,"No, that broken pencil illustration isn't by Banksy",2375,agree
651,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2115,unrelated
652,US drones hunt Isis leader in Syria,1670,unrelated
653,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2314,unrelated
659,Resetting iOS 8 Preferences May Wipe iCloud Files,54,unrelated
660,Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1346,discuss
661,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1446,discuss
662,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,208,unrelated
663,Small Meteorite Hits Managua,345,unrelated
664,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2141,unrelated
